Order_ID,Customer_ID,Order_Date,Order_Status,Sales_Channel,Payment_Method,Shipping_City,Shipping_State,Total_Order_Value
ORD0023541,CUST002526,2026-03-05,Delivered,Mobile App,UPI,Kolkata,West Bengal,891.89
ORD0023542,CUST000214,2026-03-05,Delivered,Mobile App,Credit Card,Pune,Maharashtra,160.58
ORD0023543,CUST002921,2026-03-05,Delivered,Mobile App,Credit Card,Chandigarh,Chandigarh,662.64
ORD0023544,CUST001307,2026-03-05,Cancelled,Online,Credit Card,Mysuru,Karnataka,451.28
ORD0023545,CUST003763,2026-03-05,Delivered,Online,Debit Card,Guwahati,Assam,3642.66
ORD0023546,CUST003876,2026-03-05,Delivered,Online,UPI,Mumbai,Maharashtra,673.25
ORD0023547,CUST002992,2026-03-05,Delivered,Store,Credit Card,Madurai,Tamil Nadu,744.64
ORD0023548,CUST003530,2026-03-05,Delivered,Online,UPI,Surat,Gujarat,493.51
ORD0023549,CUST002023,2026-03-05,Delivered,Online,Credit Card,Nagpur,Maharashtra,1286.22
ORD0023550,CUST004592,2026-03-05,Delivered,Online,UPI,Mumbai,Maharashtra,1006.55
ORD0023551,CUST000829,2026-03-05,Delivered,Store,Debit Card,Patna,Bihar,660.05
ORD0023552,CUST000720,2026-03-05,Delivered,Online,UPI,Pune,Maharashtra,1174.42
ORD0023553,CUST003295,2026-03-05,Delivered,Online,Credit Card,Hyderabad,Telangana,753.05
ORD0023554,CUST001560,2026-03-05,Delivered,Online,UPI,Ahmedabad,Gujarat,453.57
ORD0023555,CUST002750,2026-03-05,Pending,Online,UPI,Howrah,West Bengal,557.83
ORD0023556,CUST004906,2026-03-05,Delivered,Online,Debit Card,Hyderabad,Telangana,527.98
ORD0023557,CUST001036,2026-03-05,Delivered,Store,Net Banking,Bengaluru,Karnataka,1913.79
ORD0023558,CUST001534,2026-03-05,Delivered,Mobile App,Credit Card,Hyderabad,Telangana,467.19
ORD0023559,CUST004059,2026-03-05,Delivered,Online,Credit Card,Mumbai,Maharashtra,808.93
ORD0023560,CUST001717,2026-03-05,Delivered,Online,UPI,Kanpur,Uttar Pradesh,548.83
ORD0023561,CUST004556,2026-03-05,Delivered,Online,Credit Card,Ahmedabad,Gujarat,2926.8
ORD0023562,CUST000065,2026-03-05,Cancelled,Store,Debit Card,,Maharashtra,150.0
ORD0023563,CUST003445,2026-03-05,Delivered,Online,Cash on Delivery,Pune,Maharashtra,2141.32
ORD0023564,CUST003626,2026-03-05,Delivered,Store,Credit Card,Delhi,Delhi,1359.83
ORD0023565,CUST002430,2026-03-05,Pending,Store,Debit Card,,Maharashtra,1382.3
ORD0023566,CUST001122,2026-03-05,Delivered,Mobile App,Credit Card,Hyderabad,Telangana,11695.03
ORD0023567,CUST004433,2026-03-05,Delivered,Mobile App,Debit Card,Howrah,West Bengal,4078.58
ORD0023568,CUST001649,2026-03-05,Cancelled,Online,UPI,Vadodara,Gujarat,365.01
ORD0023569,CUST001196,2026-03-05,Delivered,Mobile App,Credit Card,,Maharashtra,1561.33
ORD0023570,CUST004715,2026-03-06,Returned,Online,Debit Card,Coimbatore,Tamil Nadu,695.55
ORD0023571,CUST002904,2026-03-06,Delivered,Online,Debit Card,Thiruvananthapuram,Kerala,357.96
ORD0023572,CUST002020,2026-03-06,Delivered,Online,Credit Card,Kolkata,West Bengal,687.18
ORD0023573,CUST003521,2026-03-06,Delivered,Mobile App,UPI,Mumbai,Maharashtra,486.68
ORD0023574,CUST002622,2026-03-06,Delivered,Mobile App,UPI,Lucknow,Uttar Pradesh,1357.72
ORD0023575,CUST004569,2026-03-06,Delivered,Online,UPI,Chandigarh,Chandigarh,1217.41
ORD0023576,CUST003840,2026-03-06,Delivered,Mobile App,Debit Card,Pune,Maharashtra,2420.48
ORD0023577,CUST001989,2026-03-06,Returned,Store,Debit Card,New Delhi,Delhi,1961.35
ORD0023578,CUST000735,2026-03-06,Delivered,Online,UPI,Hyderabad,Telangana,1300.83
ORD0023579,CUST000872,2026-03-06,Delivered,Online,UPI,Guwahati,Assam,1207.89
ORD0023580,CUST002549,2026-03-06,Delivered,Online,Debit Card,Varanasi,Uttar Pradesh,521.1
ORD0023581,CUST001314,2026-03-06,Delivered,Mobile App,UPI,Ludhiana,Punjab,274.92
ORD0023582,CUST004398,2026-03-06,Delivered,Mobile App,UPI,Chennai,Tamil Nadu,1023.39
ORD0023583,CUST003318,2026-03-06,Delivered,Online,Credit Card,Delhi,Delhi,1200.44
ORD0023584,CUST003745,2026-03-06,Cancelled,Mobile App,Credit Card,Ahmedabad,Gujarat,3745.78
ORD0023585,CUST004632,2026-03-06,Delivered,Mobile App,UPI,Chennai,Tamil Nadu,914.97
ORD0023586,CUST000895,2026-03-06,Delivered,Mobile App,Debit Card,Kolkata,West Bengal,542.64
ORD0023587,CUST003613,2026-03-06,Delivered,Online,Credit Card,Chennai,Tamil Nadu,790.46
ORD0023588,CUST001090,2026-03-06,Delivered,Store,UPI,,Maharashtra,854.24
ORD0023589,CUST004249,2026-03-06,Returned,Mobile App,Credit Card,Chennai,Tamil Nadu,458.31
ORD0023590,CUST004308,2026-03-06,Delivered,Store,UPI,Pune,Maharashtra,878.29
ORD0023591,CUST000076,2026-03-06,Delivered,Mobile App,Credit Card,Guwahati,Assam,3028.96
ORD0023592,CUST003408,2026-03-06,Delivered,Store,Debit Card,Chennai,Tamil Nadu,1001.51
ORD0023593,CUST002051,2026-03-06,Delivered,Online,Debit Card,Coimbatore,Tamil Nadu,297.23
ORD0023594,CUST002120,2026-03-06,Delivered,Online,UPI,Delhi,Delhi,1918.32
ORD0023595,CUST000327,2026-03-06,Delivered,Online,UPI,Bhopal,Madhya Pradesh,839.94
ORD0023596,CUST002355,2026-03-06,Delivered,Store,Credit Card,Madurai,Tamil Nadu,1053.91
ORD0023597,CUST004693,2026-03-06,Delivered,Store,UPI,New Delhi,Delhi,479.42
ORD0023598,CUST001643,2026-03-06,Pending,Online,Net Banking,Warangal,Telangana,209.35
ORD0023599,CUST004853,2026-03-06,Delivered,Online,UPI,Bengaluru,Karnataka,1314.89
ORD0023600,CUST003996,2026-03-07,Delivered,Store,Credit Card,Ahmedabad,Gujarat,1705.25
ORD0023601,CUST003498,2026-03-07,Pending,Online,UPI,Amritsar,Punjab,483.28
ORD0023602,CUST000587,2026-03-07,Delivered,Store,UPI,Surat,Gujarat,680.78
ORD0023603,CUST001248,2026-03-07,Delivered,Mobile App,UPI,Surat,Gujarat,373.85
ORD0023604,CUST001863,2026-03-07,Delivered,Online,Net Banking,,Maharashtra,1141.14
ORD0023605,CUST001014,2026-03-07,Delivered,Online,Net Banking,Pune,Maharashtra,445.95
ORD0023606,CUST002888,2026-03-07,Delivered,Online,Net Banking,Nagpur,Maharashtra,530.29
ORD0023607,CUST000842,2026-03-07,Delivered,Mobile App,UPI,Amritsar,Punjab,432.84
ORD0023608,CUST004693,2026-03-07,Delivered,Store,Debit Card,New Delhi,Delhi,393.75
ORD0023609,CUST002560,2026-03-07,Delivered,Store,UPI,Ahmedabad,Gujarat,2173.88
ORD0023610,CUST000108,2026-03-07,Cancelled,Online,Debit Card,Ahmedabad,Gujarat,856.22
ORD0023611,CUST002017,2026-03-07,Cancelled,Online,UPI,Udaipur,Rajasthan,1302.89
ORD0023612,CUST003918,2026-03-07,Delivered,Mobile App,Credit Card,Bengaluru,Karnataka,2228.72
ORD0023613,CUST001101,2026-03-07,Delivered,Store,UPI,Hyderabad,Telangana,996.51
ORD0023614,CUST001768,2026-03-07,Returned,Store,Credit Card,Mumbai,Maharashtra,1622.15
ORD0023615,CUST000529,2026-03-07,Delivered,Store,Credit Card,Hyderabad,Telangana,843.82
ORD0023616,CUST002227,2026-03-07,Delivered,Store,Net Banking,Pune,Maharashtra,367.87
ORD0023617,CUST004281,2026-03-07,Cancelled,Online,UPI,Bengaluru,Karnataka,1204.73
ORD0023618,CUST002383,2026-03-07,Delivered,Online,Net Banking,Kochi,Kerala,268.48
ORD0023619,CUST001123,2026-03-07,Delivered,Mobile App,UPI,Kanpur,Uttar Pradesh,1470.95
ORD0023620,CUST000375,2026-03-07,Delivered,Online,Credit Card,Vadodara,Gujarat,697.08
ORD0023621,CUST003315,2026-03-07,Delivered,Store,Net Banking,Bengaluru,Karnataka,482.98
ORD0023622,CUST004898,2026-03-07,Delivered,Mobile App,UPI,Jodhpur,Rajasthan,826.54
ORD0023623,CUST000313,2026-03-07,Delivered,Online,UPI,Pune,Maharashtra,325.1
ORD0023624,CUST003624,2026-03-08,Delivered,Store,UPI,Chennai,Tamil Nadu,675.5
ORD0023625,CUST001394,2026-03-08,Cancelled,Store,Net Banking,Kolkata,West Bengal,1864.98
ORD0023626,CUST000378,2026-03-08,Returned,Online,UPI,Ahmedabad,Gujarat,303.2
ORD0023627,CUST003339,2026-03-08,Delivered,Store,Cash on Delivery,Delhi,Delhi,509.32
ORD0023628,CUST003928,2026-03-08,Delivered,Store,Credit Card,Thiruvananthapuram,Kerala,1535.02
ORD0023629,CUST004215,2026-03-08,Delivered,Store,Credit Card,Kolkata,West Bengal,642.29
ORD0023630,CUST000894,2026-03-08,Delivered,Online,Credit Card,Pune,Maharashtra,677.65
ORD0023631,CUST002138,2026-03-08,Delivered,Mobile App,UPI,Kochi,Kerala,301.83
ORD0023632,CUST003108,2026-03-08,Delivered,Store,UPI,Delhi,Delhi,914.79
ORD0023633,CUST002262,2026-03-08,Delivered,Mobile App,UPI,Mumbai,Maharashtra,1244.03
ORD0023634,CUST001033,2026-03-08,Delivered,Online,Credit Card,Ahmedabad,Gujarat,616.37
ORD0023635,CUST001918,2026-03-08,Delivered,Store,UPI,Chennai,Tamil Nadu,439.15
ORD0023636,CUST000620,2026-03-08,Delivered,Store,Credit Card,Chennai,Tamil Nadu,1241.26
ORD0023637,CUST003276,2026-03-08,Returned,Store,Cash on Delivery,Pune,Maharashtra,1450.95
ORD0023638,CUST003334,2026-03-08,Delivered,Online,Credit Card,Chandigarh,Chandigarh,1010.12
ORD0023639,CUST000153,2026-03-08,Delivered,Online,Credit Card,Ludhiana,Punjab,1047.09
ORD0023640,CUST004309,2026-03-08,Delivered,Online,Debit Card,Delhi,Delhi,341.03
ORD0023641,CUST003437,2026-03-08,Delivered,Online,Debit Card,Mumbai,Maharashtra,664.25
ORD0023642,CUST002221,2026-03-08,Cancelled,Online,Net Banking,Pune,Maharashtra,460.22
ORD0023643,CUST004004,2026-03-08,Delivered,Mobile App,Debit Card,Amritsar,Punjab,443.71
ORD0023644,CUST004458,2026-03-08,Returned,Store,Credit Card,Bengaluru,Karnataka,326.8
ORD0023645,CUST001442,2026-03-08,Delivered,Online,UPI,,Maharashtra,1475.77
ORD0023646,CUST000634,2026-03-08,Delivered,Online,Cash on Delivery,Chennai,Tamil Nadu,915.06
ORD0023647,CUST000398,2026-03-08,Delivered,Online,UPI,Howrah,West Bengal,966.44
ORD0023648,CUST001522,2026-03-08,Delivered,Mobile App,UPI,Ahmedabad,Gujarat,1058.86
ORD0023649,CUST001883,2026-03-08,Delivered,Mobile App,UPI,Pune,Maharashtra,458.98
ORD0023650,CUST003168,2026-03-08,Delivered,Store,UPI,Hyderabad,Telangana,1221.73
ORD0023651,CUST000504,2026-03-08,Delivered,Mobile App,UPI,Chandigarh,Chandigarh,632.5
ORD0023652,CUST002024,2026-03-09,Cancelled,Online,Cash on Delivery,Pune,Maharashtra,221.31
ORD0023653,CUST003288,2026-03-09,Delivered,Mobile App,UPI,Lucknow,Uttar Pradesh,1358.85
ORD0023654,CUST003635,2026-03-09,Delivered,Store,Debit Card,Bengaluru,Karnataka,412.13
ORD0023655,CUST001640,2026-03-09,Returned,Online,UPI,Delhi,Delhi,1199.4
ORD0023656,CUST001733,2026-03-09,Returned,Online,Net Banking,Ahmedabad,Gujarat,761.05
ORD0023657,CUST004090,2026-03-09,Delivered,Store,Cash on Delivery,Coimbatore,Tamil Nadu,2876.76
ORD0023658,CUST000404,2026-03-09,Delivered,Online,Credit Card,Coimbatore,Tamil Nadu,2142.83
ORD0023659,CUST001610,2026-03-09,Delivered,Online,Debit Card,Bengaluru,Karnataka,1043.6
ORD0023660,CUST004261,2026-03-09,Delivered,Online,Credit Card,Hyderabad,Telangana,441.43
ORD0023661,CUST004569,2026-03-09,Delivered,Mobile App,Credit Card,Chandigarh,Chandigarh,743.8
ORD0023662,CUST003458,2026-03-09,Delivered,Online,UPI,Mumbai,Maharashtra,2971.01
ORD0023663,CUST000657,2026-03-09,Delivered,Online,UPI,Madurai,Tamil Nadu,604.1
ORD0023664,CUST003697,2026-03-09,Delivered,Store,UPI,Kochi,Kerala,240.47
ORD0023665,CUST004501,2026-03-09,Delivered,Online,Credit Card,Pune,Maharashtra,1119.29
ORD0023666,CUST004735,2026-03-09,Cancelled,Online,Debit Card,Pune,Maharashtra,1503.58
ORD0023667,CUST003787,2026-03-09,Delivered,Mobile App,UPI,Bhubaneswar,Odisha,1615.59
ORD0023668,CUST004148,2026-03-09,Delivered,Online,Credit Card,Pune,Maharashtra,2312.77
ORD0023669,CUST001531,2026-03-09,Delivered,Store,Credit Card,Pune,Maharashtra,943.3
ORD0023670,CUST001507,2026-03-09,Delivered,Online,Net Banking,Bhubaneswar,Odisha,561.95
ORD0023671,CUST004906,2026-03-09,Returned,Store,Credit Card,Hyderabad,Telangana,880.28
ORD0023672,CUST000452,2026-03-09,Delivered,Online,Credit Card,Kolkata,West Bengal,720.38
ORD0023673,CUST000156,2026-03-09,Delivered,Store,Credit Card,,Maharashtra,749.56
ORD0023674,CUST000454,2026-03-09,Delivered,Mobile App,Net Banking,Bhubaneswar,Odisha,913.5
ORD0023675,CUST002822,2026-03-09,Delivered,Mobile App,UPI,Delhi,Delhi,942.35
ORD0023676,CUST004064,2026-03-09,Delivered,Mobile App,UPI,Kolkata,West Bengal,1093.31
ORD0023677,CUST003367,2026-03-09,Delivered,Store,UPI,Bengaluru,Karnataka,1033.81
ORD0023678,CUST002576,2026-03-09,Delivered,Online,UPI,Kolkata,West Bengal,403.46
ORD0023679,CUST003168,2026-03-09,Delivered,Mobile App,UPI,,Maharashtra,3511.54
ORD0023680,CUST003458,2026-03-09,Delivered,Online,Debit Card,Mumbai,Maharashtra,3264.11
ORD0023681,CUST001789,2026-03-09,Delivered,Mobile App,Debit Card,Hyderabad,Telangana,1236.66
ORD0023682,CUST002175,2026-03-09,Delivered,Mobile App,UPI,Madurai,Tamil Nadu,667.27
ORD0023683,CUST004671,2026-03-09,Delivered,Online,Credit Card,Guwahati,Assam,371.56
ORD0023684,CUST003181,2026-03-09,Delivered,Store,Cash on Delivery,Varanasi,Uttar Pradesh,659.45
ORD0023685,CUST002136,2026-03-09,Delivered,Online,Credit Card,Varanasi,Uttar Pradesh,368.81
ORD0023686,CUST002399,2026-03-09,Delivered,Store,Net Banking,,Maharashtra,2638.78
ORD0023687,CUST001014,2026-03-10,Delivered,Store,Debit Card,Pune,Maharashtra,489.03
ORD0023688,CUST004763,2026-03-10,Delivered,Store,Net Banking,Chennai,Tamil Nadu,1509.3
ORD0023689,CUST004141,2026-03-10,Delivered,Online,Credit Card,Kolkata,West Bengal,1163.59
ORD0023690,CUST004204,2026-03-10,Delivered,Online,Cash on Delivery,Vadodara,Gujarat,784.74
ORD0023691,CUST002991,2026-03-10,Delivered,Store,Debit Card,Mumbai,Maharashtra,979.77
ORD0023692,CUST003311,2026-03-10,Delivered,Mobile App,Debit Card,,Maharashtra,208.2
ORD0023693,CUST000219,2026-03-10,Delivered,Online,Net Banking,Guwahati,Assam,1642.78
ORD0023694,CUST000696,2026-03-10,Returned,Online,Debit Card,Warangal,Telangana,182.62
ORD0023695,CUST000712,2026-03-10,Delivered,Mobile App,UPI,Kochi,Kerala,257.76
ORD0023696,CUST003597,2026-03-10,Delivered,Mobile App,Credit Card,Delhi,Delhi,664.6
ORD0023697,CUST000192,2026-03-10,Pending,Online,Cash on Delivery,Ahmedabad,Gujarat,1202.54
ORD0023698,CUST002413,2026-03-10,Delivered,Mobile App,Debit Card,Nagpur,Maharashtra,784.31
ORD0023699,CUST000230,2026-03-10,Delivered,Mobile App,Net Banking,Kochi,Kerala,702.4
ORD0023700,CUST001814,2026-03-10,Cancelled,Store,Net Banking,Ahmedabad,Gujarat,2631.11
ORD0023701,CUST003316,2026-03-10,Delivered,Mobile App,UPI,Amritsar,Punjab,1768.57
ORD0023702,CUST002304,2026-03-10,Delivered,Store,Credit Card,Varanasi,Uttar Pradesh,1569.02
ORD0023703,CUST003199,2026-03-10,Delivered,Store,UPI,Mumbai,Maharashtra,1297.94
ORD0023704,CUST003430,2026-03-10,Delivered,Online,Credit Card,Hyderabad,Telangana,1058.57
ORD0023705,CUST004975,2026-03-10,Cancelled,Online,UPI,Madurai,Tamil Nadu,658.06
ORD0023706,CUST003413,2026-03-10,Delivered,Store,UPI,Amritsar,Punjab,1290.14
ORD0023707,CUST002667,2026-03-10,Returned,Online,UPI,Mumbai,Maharashtra,2471.59
ORD0023708,CUST001391,2026-03-10,Delivered,Store,Credit Card,Nagpur,Maharashtra,1322.98
ORD0023709,CUST001270,2026-03-10,Delivered,Store,Net Banking,Hyderabad,Telangana,815.58
ORD0023710,CUST003671,2026-03-10,Delivered,Online,UPI,Bhubaneswar,Odisha,2188.14
ORD0023711,CUST002146,2026-03-10,Delivered,Store,UPI,Ludhiana,Punjab,463.36
ORD0023712,CUST001632,2026-03-10,Delivered,Store,Cash on Delivery,Hyderabad,Telangana,2183.42
ORD0023713,CUST002912,2026-03-10,Delivered,Online,Debit Card,Mumbai,Maharashtra,415.82
ORD0023714,CUST003012,2026-03-10,Delivered,Store,Debit Card,Kolkata,West Bengal,1227.42
ORD0023715,CUST004038,2026-03-10,Delivered,Mobile App,Credit Card,Warangal,Telangana,591.64
ORD0023716,CUST003770,2026-03-10,Delivered,Online,UPI,,Maharashtra,381.57
ORD0023717,CUST000830,2026-03-10,Delivered,Mobile App,Credit Card,Amritsar,Punjab,606.8
ORD0023718,CUST001704,2026-03-10,Cancelled,Mobile App,Net Banking,Ahmedabad,Gujarat,741.66
ORD0023719,CUST004167,2026-03-11,Delivered,Online,UPI,Mumbai,Maharashtra,735.07
ORD0023720,CUST002685,2026-03-11,Delivered,Online,Credit Card,Pune,Maharashtra,1209.99
ORD0023721,CUST002385,2026-03-11,Delivered,Store,Debit Card,Thiruvananthapuram,Kerala,2111.51
ORD0023722,CUST003638,2026-03-11,Delivered,Mobile App,Debit Card,Bhopal,Madhya Pradesh,452.41
ORD0023723,CUST002574,2026-03-11,Pending,Online,Net Banking,New Delhi,Delhi,1571.74
ORD0023724,CUST000991,2026-03-11,Delivered,Store,Credit Card,Madurai,Tamil Nadu,1387.87
ORD0023725,CUST000916,2026-03-11,Delivered,Store,Debit Card,Kolkata,West Bengal,1020.58
ORD0023726,CUST003642,2026-03-11,Delivered,Mobile App,UPI,Delhi,Delhi,950.39
ORD0023727,CUST004553,2026-03-11,Delivered,Online,Credit Card,Indore,Madhya Pradesh,969.44
ORD0023728,CUST003186,2026-03-11,Delivered,Online,Cash on Delivery,Ahmedabad,Gujarat,219.98
ORD0023729,CUST003304,2026-03-11,Delivered,Mobile App,UPI,Delhi,Delhi,499.21
ORD0023730,CUST004586,2026-03-11,Delivered,Online,Debit Card,Ahmedabad,Gujarat,802.48
ORD0023731,CUST002541,2026-03-11,Cancelled,Online,Debit Card,Pune,Maharashtra,614.34
ORD0023732,CUST004448,2026-03-11,Delivered,Store,Credit Card,Ahmedabad,Gujarat,1350.48
ORD0023733,CUST004290,2026-03-11,Delivered,Mobile App,UPI,,Maharashtra,1824.32
ORD0023734,CUST003120,2026-03-11,Delivered,Online,UPI,Delhi,Delhi,639.81
ORD0023735,CUST003930,2026-03-11,Delivered,Online,Credit Card,Pune,Maharashtra,2333.4
ORD0023736,CUST004813,2026-03-11,Delivered,Online,Debit Card,Amritsar,Punjab,953.96
ORD0023737,CUST002108,2026-03-11,Delivered,Online,Net Banking,Delhi,Delhi,1480.08
ORD0023738,CUST001682,2026-03-11,Delivered,Online,Credit Card,Indore,Madhya Pradesh,28036.35
ORD0023739,CUST001345,2026-03-11,Delivered,Mobile App,UPI,Chennai,Tamil Nadu,563.14
ORD0023740,CUST000371,2026-03-11,Delivered,Online,Debit Card,Kochi,Kerala,809.03
ORD0023741,CUST004329,2026-03-11,Delivered,Store,UPI,Bhubaneswar,Odisha,643.2
ORD0023742,CUST001484,2026-03-11,Delivered,Mobile App,UPI,Delhi,Delhi,1097.68
ORD0023743,CUST001141,2026-03-11,Delivered,Online,Cash on Delivery,Hyderabad,Telangana,563.29
ORD0023744,CUST001632,2026-03-11,Returned,Store,Debit Card,Hyderabad,Telangana,4175.33
ORD0023745,CUST004721,2026-03-11,Delivered,Mobile App,Debit Card,Bhubaneswar,Odisha,384.62
ORD0023746,CUST003209,2026-03-11,Delivered,Mobile App,Debit Card,Ludhiana,Punjab,532.25
ORD0023747,CUST004587,2026-03-11,Delivered,Mobile App,Debit Card,Delhi,Delhi,918.95
ORD0023748,CUST002270,2026-03-11,Cancelled,Store,UPI,Howrah,West Bengal,224.69
ORD0023749,CUST002034,2026-03-11,Delivered,Online,Net Banking,Varanasi,Uttar Pradesh,635.24
ORD0023750,CUST003063,2026-03-11,Delivered,Store,Debit Card,Mysuru,Karnataka,949.53
ORD0023751,CUST002645,2026-03-11,Delivered,Store,Credit Card,New Delhi,Delhi,604.09
ORD0023752,CUST004455,2026-03-11,Delivered,Mobile App,UPI,Mumbai,Maharashtra,488.58
ORD0023753,CUST004133,2026-03-11,Returned,Online,Net Banking,,Maharashtra,505.46
ORD0023754,CUST002602,2026-03-11,Returned,Online,Cash on Delivery,Patna,Bihar,855.35
ORD0023755,CUST004645,2026-03-11,Delivered,Mobile App,Cash on Delivery,Kochi,Kerala,1646.36
ORD0023756,CUST002675,2026-03-11,Cancelled,Online,Credit Card,Jaipur,Rajasthan,407.99
ORD0023757,CUST001744,2026-03-11,Delivered,Mobile App,Net Banking,Ahmedabad,Gujarat,634.85
ORD0023758,CUST001507,2026-03-11,Delivered,Online,UPI,Bhubaneswar,Odisha,1717.57
ORD0023759,CUST000558,2026-03-12,Delivered,Store,UPI,Kanpur,Uttar Pradesh,1201.78
ORD0023760,CUST004024,2026-03-12,Delivered,Online,Credit Card,New Delhi,Delhi,1170.94
ORD0023761,CUST000096,2026-03-12,Delivered,Online,Credit Card,Ahmedabad,Gujarat,350.06
ORD0023762,CUST001159,2026-03-12,Delivered,Online,Net Banking,Bengaluru,Karnataka,246.54
ORD0023763,CUST000764,2026-03-12,Delivered,Online,Debit Card,Mumbai,Maharashtra,924.5
ORD0023764,CUST004040,2026-03-12,Delivered,Online,Debit Card,Kolkata,West Bengal,866.75
ORD0023765,CUST004276,2026-03-12,Pending,Store,Cash on Delivery,Chennai,Tamil Nadu,3521.69
ORD0023766,CUST004944,2026-03-12,Delivered,Store,Credit Card,Delhi,Delhi,1196.57
ORD0023767,CUST001793,2026-03-12,Delivered,Online,Cash on Delivery,Chennai,Tamil Nadu,4057.74
ORD0023768,CUST004211,2026-03-12,Pending,Store,Cash on Delivery,Jodhpur,Rajasthan,695.95
ORD0023769,CUST002673,2026-03-12,Delivered,Mobile App,Credit Card,Pune,Maharashtra,947.47
ORD0023770,CUST002322,2026-03-12,Delivered,Store,Cash on Delivery,,Maharashtra,1950.69
ORD0023771,CUST003206,2026-03-12,Delivered,Online,Credit Card,Kolkata,West Bengal,719.78
ORD0023772,CUST001908,2026-03-12,Delivered,Store,Cash on Delivery,Pune,Maharashtra,2293.78
ORD0023773,CUST001441,2026-03-12,Delivered,Store,Cash on Delivery,Varanasi,Uttar Pradesh,462.13
ORD0023774,CUST001146,2026-03-12,Delivered,Store,Credit Card,Indore,Madhya Pradesh,753.1
ORD0023775,CUST004332,2026-03-12,Delivered,Mobile App,Credit Card,Chennai,Tamil Nadu,171.83
ORD0023776,CUST001105,2026-03-12,Delivered,Online,Debit Card,Coimbatore,Tamil Nadu,1416.23
ORD0023777,CUST003076,2026-03-12,Delivered,Mobile App,UPI,Mumbai,Maharashtra,314.62
ORD0023778,CUST004906,2026-03-12,Returned,Store,UPI,Hyderabad,Telangana,442.74
ORD0023779,CUST000048,2026-03-12,Cancelled,Online,Credit Card,Chennai,Tamil Nadu,1260.39
ORD0023780,CUST004391,2026-03-12,Delivered,Online,Credit Card,Vadodara,Gujarat,1036.01
ORD0023781,CUST004855,2026-03-12,Delivered,Online,UPI,Bengaluru,Karnataka,3656.73
ORD0023782,CUST004900,2026-03-12,Delivered,Online,UPI,,Maharashtra,1767.75
ORD0023783,CUST000991,2026-03-12,Delivered,Online,Net Banking,Madurai,Tamil Nadu,791.34
ORD0023784,CUST003023,2026-03-12,Delivered,Online,Net Banking,Bengaluru,Karnataka,997.67
ORD0023785,CUST003470,2026-03-12,Delivered,Online,Credit Card,,Maharashtra,776.82
ORD0023786,CUST003687,2026-03-12,Delivered,Online,Debit Card,Bengaluru,Karnataka,471.33
ORD0023787,CUST000882,2026-03-12,Delivered,Store,Credit Card,Bhopal,Madhya Pradesh,710.74
ORD0023788,CUST002582,2026-03-12,Delivered,Online,Cash on Delivery,Lucknow,Uttar Pradesh,1391.94
ORD0023789,CUST004156,2026-03-12,Delivered,Online,Debit Card,Pune,Maharashtra,715.71
ORD0023790,CUST001593,2026-03-12,Delivered,Mobile App,UPI,Hyderabad,Telangana,591.75
ORD0023791,CUST001215,2026-03-12,Cancelled,Mobile App,Debit Card,Hyderabad,Telangana,1031.16
ORD0023792,CUST001023,2026-03-12,Delivered,Mobile App,Debit Card,Lucknow,Uttar Pradesh,240.35
ORD0023793,CUST002367,2026-03-12,Delivered,Online,Cash on Delivery,,Maharashtra,1511.61
ORD0023794,CUST002854,2026-03-12,Delivered,Online,UPI,Ahmedabad,Gujarat,1161.24
ORD0023795,CUST001248,2026-03-12,Cancelled,Online,Net Banking,Surat,Gujarat,1266.51
ORD0023796,CUST001984,2026-03-12,Delivered,Mobile App,UPI,Nagpur,Maharashtra,937.64
ORD0023797,CUST004477,2026-03-13,Delivered,Mobile App,Credit Card,Mumbai,Maharashtra,967.11
ORD0023798,CUST002421,2026-03-13,Cancelled,Online,Credit Card,Delhi,Delhi,536.5
ORD0023799,CUST003223,2026-03-13,Cancelled,Online,Credit Card,Vadodara,Gujarat,1344.37
ORD0023800,CUST002271,2026-03-13,Delivered,Online,UPI,Varanasi,Uttar Pradesh,248.35
ORD0023801,CUST000798,2026-03-13,Delivered,Online,Credit Card,Delhi,Delhi,432.71
ORD0023802,CUST004180,2026-03-13,Delivered,Mobile App,Debit Card,Hyderabad,Telangana,357.29
ORD0023803,CUST001222,2026-03-13,Cancelled,Store,UPI,Nagpur,Maharashtra,825.05
ORD0023804,CUST000100,2026-03-13,Delivered,Store,Credit Card,Pune,Maharashtra,1637.11
ORD0023805,CUST002289,2026-03-13,Delivered,Store,UPI,Bhubaneswar,Odisha,484.51
ORD0023806,CUST004017,2026-03-13,Delivered,Store,UPI,Bengaluru,Karnataka,1110.45
ORD0023807,CUST001273,2026-03-13,Delivered,Mobile App,Net Banking,Hyderabad,Telangana,521.54
ORD0023808,CUST001324,2026-03-13,Delivered,Store,Cash on Delivery,Thiruvananthapuram,Kerala,824.39
ORD0023809,CUST002520,2026-03-13,Delivered,Store,UPI,Udaipur,Rajasthan,789.14
ORD0023810,CUST004921,2026-03-13,Delivered,Online,Debit Card,Hyderabad,Telangana,2978.08
ORD0023811,CUST001262,2026-03-13,Cancelled,Store,Cash on Delivery,Pune,Maharashtra,698.82
ORD0023812,CUST001836,2026-03-13,Delivered,Store,Debit Card,Thiruvananthapuram,Kerala,479.71
ORD0023813,CUST001632,2026-03-13,Delivered,Online,Debit Card,Hyderabad,Telangana,1945.38
